ID PUMA,PUMA,ID Year,Year,Total Population,Slug PUMA,
79500US7200101,"Carr 2-Carr 111 PUMA, PR",2020,2020,149549,carr-2-carr-111-puma-pr,
79500US7200102,"Carr 2 (Noroeste) PUMA, PR",2020,2020,115778,carr-2-noroeste-puma-pr,
79500US7200201,"Carr 2-Carr 100 PUMA, PR",2020,2020,123359,carr-2-carr-100-puma-pr,
79500US7200202,"Carr 2 (Suroeste) PUMA, PR",2020,2020,103125,carr-2-suroeste-puma-pr,
79500US7200301,"Carr 2 (Norte) PUMA, PR",2020,2020,119185,carr-2-norte-puma-pr,
79500US7200302,"Carr 2-Carr 129 PUMA, PR",2020,2020,123571,carr-2-carr-129-puma-pr,
79500US7200401,"Carr 2 (Sur) PUMA, PR",2020,2020,105782,carr-2-sur-puma-pr,
79500US7200402,"Ponce & Jayuya Municipios PUMA, PR",2020,2020,149944,ponce-jayuya-municipios-puma-pr,
79500US7200403,"Carr 52-Carr 150 PUMA, PR",2020,2020,127383,carr-52-carr-150-puma-pr,
79500US7200501,"Carr 137-Carr 149 PUMA, PR",2020,2020,136061,carr-137-carr-149-puma-pr,
79500US7200502,"Toa Baja & Dorado Municipios PUMA, PR",2020,2020,112414,toa-baja-dorado-municipios-puma-pr,
79500US7200503,"Toa Alta & Vega Alta Municipios PUMA, PR",2020,2020,109274,toa-alta-vega-alta-municipios-puma-pr,
79500US7200601,"Carr 156-Carr 164 PUMA, PR",2020,2020,128260,carr-156-carr-164-puma-pr,
79500US7200602,"Carr 14-Carr 173 PUMA, PR",2020,2020,130116,carr-14-carr-173-puma-pr,
79500US7200701,"Carr 3 (Sureste) PUMA, PR",2020,2020,112536,carr-3-sureste-puma-pr,
79500US7200801,"Bayamón Municipio (Este) PUMA, PR",2020,2020,89732,bayamon-municipio-este-puma-pr,
79500US7200802,"Bayamón Municipio (OEste) PUMA, PR",2020,2020,83719,bayamon-municipio-oeste-puma-pr,
79500US7200803,"Guaynabo & Cataño Municipios PUMA, PR",2020,2020,108958,guaynabo-catano-municipios-puma-pr,
79500US7200804,"San Juan Municipio (Noroeste) PUMA, PR",2020,2020,150862,san-juan-municipio-noroeste-puma-pr,
79500US7200805,"San Juan Municipio (Este) PUMA, PR",2020,2020,82981,san-juan-municipio-este-puma-pr,
79500US7200806,"San Juan Municipio (Sur) PUMA, PR",2020,2020,93304,san-juan-municipio-sur-puma-pr,
79500US7200901,"Carolina Municipio (Norte) PUMA, PR",2020,2020,145842,carolina-municipio-norte-puma-pr,
79500US7200902,"Carr 852-Carr 185 PUMA, PR",2020,2020,139785,carr-852-carr-185-puma-pr,
79500US7201001,"Caguas Municipio PUMA, PR",2020,2020,126371,caguas-municipio-puma-pr,
79500US7201002,"Carr 30 PUMA, PR",2020,2020,159205,carr-30-puma-pr,
79500US7201101,"Carr 3 (Noreste) PUMA, PR",2020,2020,118086,carr-3-noreste-puma-pr,
79500US7201102,"Carr 53 PUMA, PR",2020,2020,110461,carr-53-puma-pr,
79500US0100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA, AL",2020,2020,186652,lauderdale-colbert-franklin-marion-northeast-counties-puma-al,
79500US0100200,"Huntsville City (Far West & Southwest) PUMA, AL",2020,2020,197530,huntsville-city-far-west-southwest-puma-al,
79500US0100301,"Huntsville (North) & Madison (East) Cities PUMA, AL",2020,2020,133672,huntsville-north-madison-east-cities-puma-al,
79500US0100302,"Huntsville City (Central & South) PUMA, AL",2020,2020,102440,huntsville-city-central-south-puma-al,
79500US0100400,"DeKalb & Jackson Counties PUMA, AL",2020,2020,123217,dekalb-jackson-counties-puma-al,
79500US0100500,"Huntsville City (Far Southeast) PUMA, AL",2020,2020,127170,huntsville-city-far-southeast-puma-al,
79500US0100600,"Decatur City PUMA, AL",2020,2020,152141,decatur-city-puma-al,
79500US0100700,"Cullman & Winston Counties PUMA, AL",2020,2020,107051,cullman-winston-counties-puma-al,
79500US0100800,"St. Clair & Blount Counties PUMA, AL",2020,2020,147031,st-clair-blount-counties-puma-al,
79500US0100900,"Etowah County PUMA, AL",2020,2020,102753,etowah-county-puma-al,
79500US0101000,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA, AL",2020,2020,157105,talladega-cherokee-randolph-cleburne-clay-counties-puma-al,
79500US0101100,"Calhoun County PUMA, AL",2020,2020,114559,calhoun-county-puma-al,
79500US0101200,"Shelby County PUMA, AL",2020,2020,216069,shelby-county-puma-al,
79500US0101301,"Birmingham City (West) PUMA, AL",2020,2020,92632,birmingham-city-west-puma-al,
79500US0101302,"Birmingham City (East) PUMA, AL",2020,2020,104365,birmingham-city-east-puma-al,
79500US0101303,"Hoover (North), Vestavia Hills & Homewood Cities PUMA, AL",2020,2020,171896,hoover-north-vestavia-hills-homewood-cities-puma-al,
79500US0101304,"Trussville, Center Point & Gardendale Cities PUMA, AL",2020,2020,175493,trussville-center-point-gardendale-cities-puma-al,
79500US0101305,"Bessemer, Hueytown & Pleasant Grove Cities PUMA, AL",2020,2020,114307,bessemer-hueytown-pleasant-grove-cities-puma-al,
79500US0101400,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA, AL",2020,2020,116519,walker-marion-south-west-fayette-lamar-counties-puma-al,
79500US0101500,"Northport City (North & West) PUMA, AL",2020,2020,109555,northport-city-north-west-puma-al,
79500US0101600,"Tuscaloosa & Northport (Southeast) Cities PUMA, AL",2020,2020,119151,tuscaloosa-northport-southeast-cities-puma-al,
79500US0101700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA, AL",2020,2020,124206,dallas-bibb-marengo-hale-sumter-perry-greene-counties-puma-al,
79500US0101800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA, AL",2020,2020,128931,chilton-tallapoosa-chambers-coosa-counties-puma-al,
79500US0101900,"Auburn City PUMA, AL",2020,2020,163142,auburn-city-puma-al,
79500US0102000,"Montgomery City & Pike Road Town (North) PUMA, AL",2020,2020,194636,montgomery-city-pike-road-town-north-puma-al,
79500US0102100,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA, AL",2020,2020,179205,elmore-autauga-montgomery-outer-lowndes-counties-puma-al,
79500US0102200,"Southwest Alabama PUMA, AL",2020,2020,133488,southwest-alabama-puma-al,
79500US0102300,"Coffee, Covington, Butler & Crenshaw Counties PUMA, AL",2020,2020,122976,coffee-covington-butler-crenshaw-counties-puma-al,
79500US0102400,"Russell, Pike, Barbour, Macon & Bullock Counties PUMA, AL",2020,2020,144822,russell-pike-barbour-macon-bullock-counties-puma-al,
79500US0102500,"Dothan City PUMA, AL",2020,2020,198121,dothan-city-puma-al,
79500US0102600,"Baldwin County PUMA, AL",2020,2020,218434,baldwin-county-puma-al,
79500US0102701,"Mobile City (East) PUMA, AL",2020,2020,103258,mobile-city-east-puma-al,
79500US0102702,"Mobile City (West) PUMA, AL",2020,2020,108017,mobile-city-west-puma-al,
79500US0102703,"Prichard City, Tillmans Corner & Saraland City PUMA, AL",2020,2020,202642,prichard-city-tillmans-corner-saraland-city-puma-al,
79500US0200101,"Anchorage Municipality (North) PUMA, AK",2020,2020,134338,anchorage-municipality-north-puma-ak,
79500US0200102,"Anchorage Municipality (South) PUMA, AK",2020,2020,157459,anchorage-municipality-south-puma-ak,
79500US0200200,"Matanuska-Susitna & Kenai Peninsula Boroughs PUMA, AK",2020,2020,166181,matanuska-susitna-kenai-peninsula-boroughs-puma-ak,
79500US0200300,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA, AK",2020,2020,167176,greater-fairbanks-greater-juneau-ketchikan-gateway-borough-road-connected-alaska-puma-ak,
79500US0200400,"Subsistence Alaska PUMA, AK",2020,2020,111836,subsistence-alaska-puma-ak,
79500US0400100,"Gilbert (South) & Queen Creek Towns PUMA, AZ",2020,2020,161219,gilbert-south-queen-creek-towns-puma-az,
79500US0400101,"Mesa City (East) PUMA, AZ",2020,2020,176164,mesa-city-east-puma-az,
79500US0400102,"Mesa City (North Central) PUMA, AZ",2020,2020,150245,mesa-city-north-central-puma-az,
79500US0400103,"Mesa City (West) PUMA, AZ",2020,2020,117763,mesa-city-west-puma-az,
79500US0400104,"Mesa City (South Central) PUMA, AZ",2020,2020,113992,mesa-city-south-central-puma-az,
79500US0400105,"Gilbert Town (North) PUMA, AZ",2020,2020,143305,gilbert-town-north-puma-az,
79500US0400106,"Chandler City (Northeast) PUMA, AZ",2020,2020,116824,chandler-city-northeast-puma-az,
79500US0400107,"Chandler City (South) PUMA, AZ",2020,2020,116390,chandler-city-south-puma-az,
79500US0400108,"Tempe (South) & Chandler (Northwest) Cities PUMA, AZ",2020,2020,114505,tempe-south-chandler-northwest-cities-puma-az,
79500US0400109,"Tempe City (North) PUMA, AZ",2020,2020,122538,tempe-city-north-puma-az,
79500US0400110,"Scottsdale City (Southwest) & Paradise Valley Town PUMA, AZ",2020,2020,138364,scottsdale-city-southwest-paradise-valley-town-puma-az,
79500US0400111,"Scottsdale City (Southeast) & Fountain Hills Town PUMA, AZ",2020,2020,118062,scottsdale-city-southeast-fountain-hills-town-puma-az,
79500US0400112,"Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek PUMA, AZ",2020,2020,130740,scottsdale-north-phoenix-far-northeast-cities-cave-creek-puma-az,
79500US0400113,"Phoenix City (Northeast) PUMA, AZ",2020,2020,108409,phoenix-city-northeast-puma-az,
79500US0400114,"Phoenix City (Northeast Central) PUMA, AZ",2020,2020,114047,phoenix-city-northeast-central-puma-az,
79500US0400115,"Phoenix City (Northwest Central) PUMA, AZ",2020,2020,111591,phoenix-city-northwest-central-puma-az,
79500US0400116,"Phoenix City (Uptown) PUMA, AZ",2020,2020,115502,phoenix-city-uptown-puma-az,
79500US0400117,"Phoenix City (East) PUMA, AZ",2020,2020,107752,phoenix-city-east-puma-az,
79500US0400118,"Downtown & Sky Harbor International Airport PUMA, AZ",2020,2020,118496,downtown-sky-harbor-international-airport-puma-az,
79500US0400119,"Phoenix City (South) PUMA, AZ",2020,2020,121385,phoenix-city-south-puma-az,
79500US0400120,"Ahwatukee & South Mountain PUMA, AZ",2020,2020,113955,ahwatukee-south-mountain-puma-az,
79500US0400121,"Phoenix (Southwest) & Tolleson Cities PUMA, AZ",2020,2020,152873,phoenix-southwest-tolleson-cities-puma-az,
79500US0400122,"Maryvale (East) PUMA, AZ",2020,2020,122323,maryvale-east-puma-az,
79500US0400123,"Maryvale (West) PUMA, AZ",2020,2020,133066,maryvale-west-puma-az,
79500US0400124,"Glendale City (South) PUMA, AZ",2020,2020,117901,glendale-city-south-puma-az,
79500US0400125,"Phoenix City (West) PUMA, AZ",2020,2020,117675,phoenix-city-west-puma-az,
79500US0400126,"Glendale City (North) PUMA, AZ",2020,2020,129805,glendale-city-north-puma-az,
79500US0400127,"Peoria City (South & Central) PUMA, AZ",2020,2020,112828,peoria-city-south-central-puma-az,
79500US0400128,"Phoenix City (North) PUMA, AZ",2020,2020,111913,phoenix-city-north-puma-az,
79500US0400129,"Phoenix (Far North) & Peoria (Northwest) Cities PUMA, AZ",2020,2020,131459,phoenix-far-north-peoria-northwest-cities-puma-az,
79500US0400130,"El Mirage City & Sun City PUMA, AZ",2020,2020,125325,el-mirage-city-sun-city-puma-az,
79500US0400131,"Surprise City (Central) PUMA, AZ",2020,2020,122062,surprise-city-central-puma-az,
79500US0400132,"Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities PUMA, AZ",2020,2020,135977,goodyear-glendale-west-litchfield-park-northwest-cities-puma-az,
79500US0400133,"Avondale (Central) & Litchfield Park (Central) Cities PUMA, AZ",2020,2020,121434,avondale-central-litchfield-park-central-cities-puma-az,
79500US0400134,"Maricopa County (West) & Gila River Indian Community (Northwest) PUMA, AZ",2020,2020,147732,maricopa-county-west-gila-river-indian-community-northwest-puma-az,
79500US0400201,"Pima County (West) PUMA, AZ",2020,2020,106613,pima-county-west-puma-az,
79500US0400202,"Tucson (West) & Marana Cities PUMA, AZ",2020,2020,129387,tucson-west-marana-cities-puma-az,
79500US0400203,"Oro Valley Town PUMA, AZ",2020,2020,117107,oro-valley-town-puma-az,
79500US0400204,"Pima County (Northeast) PUMA, AZ",2020,2020,107037,pima-county-northeast-puma-az,
79500US0400205,"Tucson City (Far Southeast) & Sahuarita Town PUMA, AZ",2020,2020,145379,tucson-city-far-southeast-sahuarita-town-puma-az,
79500US0400206,"Tucson City (Northeast) PUMA, AZ",2020,2020,99254,tucson-city-northeast-puma-az,
79500US0400207,"Tucson City (Northwest) PUMA, AZ",2020,2020,107207,tucson-city-northwest-puma-az,
79500US0400208,"Tucson City (South) PUMA, AZ",2020,2020,108403,tucson-city-south-puma-az,
79500US0400209,"Tucson City (Southeast) PUMA, AZ",2020,2020,117580,tucson-city-southeast-puma-az,
79500US0400300,"Navajo & Apache Counties PUMA, AZ",2020,2020,181907,navajo-apache-counties-puma-az,
79500US0400400,"Flagstaff City PUMA, AZ",2020,2020,142228,flagstaff-city-puma-az,
79500US0400500,"Yavapai County PUMA, AZ",2020,2020,232349,yavapai-county-puma-az,
79500US0400600,"Lake Havasu City PUMA, AZ",2020,2020,231998,lake-havasu-city-puma-az,
79500US0400700,"Yuma City PUMA, AZ",2020,2020,211949,yuma-city-puma-az,
79500US0400800,"Gila, Graham, Greenlee & Pinal (East) Counties PUMA, AZ",2020,2020,114077,gila-graham-greenlee-pinal-east-counties-puma-az,
79500US0400803,"Apache Junction City PUMA, AZ",2020,2020,156349,apache-junction-city-puma-az,
79500US0400805,"Florence Town, Eloy (Northeast) & Coolidge Cities PUMA, AZ",2020,2020,132861,florence-town-eloy-northeast-coolidge-cities-puma-az,
79500US0400807,"Maricopa, Casa Grande & Eloy (Southeast) Cities PUMA, AZ",2020,2020,145937,maricopa-casa-grande-eloy-southeast-cities-puma-az,
79500US0400900,"Sierra Vista City PUMA, AZ",2020,2020,172821,sierra-vista-city-puma-az,
79500US0500100,"Benton County PUMA, AR",2020,2020,273485,benton-county-puma-ar,
79500US0500200,"Washington County PUMA, AR",2020,2020,236443,washington-county-puma-ar,
79500US0500300,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties PUMA, AR",2020,2020,155940,baxter-boone-carroll-marion-madison-newton-searcy-counties-puma-ar,
79500US0500400,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties PUMA, AR",2020,2020,135042,independence-cleburne-van-buren-sharp-izard-stone-fulton-counties-puma-ar,
79500US0500500,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties PUMA, AR",2020,2020,193219,craighead-west-greene-randolph-lawrence-clay-counties-puma-ar,
79500US0500600,"Crittenden, Mississippi & Craighead (East) Counties PUMA, AR",2020,2020,100192,crittenden-mississippi-craighead-east-counties-puma-ar,
79500US0500700,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties PUMA, AR",2020,2020,99894,st-francis-poinsett-phillips-cross-lee-monroe-counties-puma-ar,
79500US0500800,"White, Jackson, Prairie & Woodruff Counties PUMA, AR",2020,2020,109969,white-jackson-prairie-woodruff-counties-puma-ar,
79500US0500900,"North Little Rock, Sherwood & Jacksonville Cities PUMA, AR",2020,2020,207642,north-little-rock-sherwood-jacksonville-cities-puma-ar,
79500US0501000,"Little Rock City PUMA, AR",2020,2020,185392,little-rock-city-puma-ar,
79500US0501100,"Faulkner & Lonoke Counties PUMA, AR",2020,2020,197705,faulkner-lonoke-counties-puma-ar,
79500US0501200,"Saline County PUMA, AR",2020,2020,121001,saline-county-puma-ar,
79500US0501300,"Pope, Johnson, Yell, Conway & Perry Counties PUMA, AR",2020,2020,143163,pope-johnson-yell-conway-perry-counties-puma-ar,
79500US0501400,"Sebastian & Crawford Counties PUMA, AR",2020,2020,190852,sebastian-crawford-counties-puma-ar,
79500US0501500,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties PUMA, AR",2020,2020,99757,logan-polk-franklin-sevier-howard-scott-counties-puma-ar,
79500US0501600,"Garland, Hot Spring, Clark & Montgomery Counties PUMA, AR",2020,2020,164028,garland-hot-spring-clark-montgomery-counties-puma-ar,
79500US0501700,"Jefferson, Grant & Arkansas (Northwest) Counties PUMA, AR",2020,2020,96475,jefferson-grant-arkansas-northwest-counties-puma-ar,
79500US0501800,"Southeast Arkansas PUMA, AR",2020,2020,99591,southeast-arkansas-puma-ar,
79500US0501900,"South Central Arkansas PUMA, AR",2020,2020,98876,south-central-arkansas-puma-ar,
79500US0502000,"Southwest Arkansas PUMA, AR",2020,2020,103207,southwest-arkansas-puma-ar,
79500US0600101,"Berkeley & Albany Cities PUMA, CA",2020,2020,143365,berkeley-albany-cities-puma-ca,
79500US0600102,"Oakland (Northwest) & Emeryville Cities PUMA, CA",2020,2020,171649,oakland-northwest-emeryville-cities-puma-ca,
79500US0600103,"Oakland (East) & Piedmont Cities PUMA, CA",2020,2020,134803,oakland-east-piedmont-cities-puma-ca,
79500US0600104,"Oakland City (South Central) PUMA, CA",2020,2020,134425,oakland-city-south-central-puma-ca,
79500US0600105,"San Leandro, Alameda & Oakland (Southwest) Cities PUMA, CA",2020,2020,176427,san-leandro-alameda-oakland-southwest-cities-puma-ca,
79500US0600106,"Castro Valley, San Lorenzo & Ashland PUMA, CA",2020,2020,144867,castro-valley-san-lorenzo-ashland-puma-ca,
79500US0600107,"Hayward City PUMA, CA",2020,2020,159040,hayward-city-puma-ca,
79500US0600108,"Union City, Newark & Fremont (West) Cities PUMA, CA",2020,2020,149865,union-city-newark-fremont-west-cities-puma-ca,
79500US0600109,"Fremont City (East) PUMA, CA",2020,2020,207034,fremont-city-east-puma-ca,
79500US0600110,"Livermore, Pleasanton & Dublin Cities PUMA, CA",2020,2020,240220,livermore-pleasanton-dublin-cities-puma-ca,
79500US0600300,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties PUMA, CA",2020,2020,189657,alpine-amador-calaveras-inyo-mariposa-mono-tuolumne-counties-puma-ca,
79500US0600701,"Chico City PUMA, CA",2020,2020,122060,chico-city-puma-ca,
79500US0600702,"Oroville City & Paradise Town PUMA, CA",2020,2020,101565,oroville-city-paradise-town-puma-ca,
79500US0601100,"Colusa, Glenn, Tehama & Trinity Counties PUMA, CA",2020,2020,126130,colusa-glenn-tehama-trinity-counties-puma-ca,
79500US0601301,"Richmond (Southwest) & San Pablo Cities PUMA, CA",2020,2020,123562,richmond-southwest-san-pablo-cities-puma-ca,
79500US0601302,"Richmond (North), Hercules & El Cerrito Cites PUMA, CA",2020,2020,125481,richmond-north-hercules-el-cerrito-cites-puma-ca,
79500US0601303,"Concord (West), Martinez & Pleasant Hill Cities PUMA, CA",2020,2020,136031,concord-west-martinez-pleasant-hill-cities-puma-ca,
79500US0601304,"Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town PUMA, CA",2020,2020,126148,walnut-creek-west-lafayette-orinda-cities-moraga-town-puma-ca,
79500US0601305,"San Ramon City & Danville Town PUMA, CA",2020,2020,141622,san-ramon-city-danville-town-puma-ca,
79500US0601306,"Concord (South), Walnut Creek (East) & Clayton Cities PUMA, CA",2020,2020,119723,concord-south-walnut-creek-east-clayton-cities-puma-ca,
79500US0601307,"Pittsburg & Concord (North & East) Cities PUMA, CA",2020,2020,135295,pittsburg-concord-north-east-cities-puma-ca,
79500US0601308,"Antioch City PUMA, CA",2020,2020,118689,antioch-city-puma-ca,
79500US0601309,"Brentwood & Oakley Cities PUMA, CA",2020,2020,121375,brentwood-oakley-cities-puma-ca,
79500US0601500,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties PUMA, CA",2020,2020,129874,del-norte-lassen-modoc-plumas-siskiyou-counties-puma-ca,
79500US0601700,"El Dorado Hills PUMA, CA",2020,2020,190163,el-dorado-hills-puma-ca,
79500US0601901,"Selma, Kerman & Coalinga Cities PUMA, CA",2020,2020,145843,selma-kerman-coalinga-cities-puma-ca,
79500US0601902,"Fresno City (North) PUMA, CA",2020,2020,189862,fresno-city-north-puma-ca,
79500US0601903,"Fresno City (East Central) PUMA, CA",2020,2020,106737,fresno-city-east-central-puma-ca,
79500US0601904,"Fresno City (Southwest) PUMA, CA",2020,2020,177556,fresno-city-southwest-puma-ca,
79500US0601905,"Fresno City (Southeast) PUMA, CA",2020,2020,113377,fresno-city-southeast-puma-ca,
79500US0601906,"Clovis City PUMA, CA",2020,2020,122157,clovis-city-puma-ca,
79500US0601907,"Sanger, Reedley & Parlier Cities PUMA, CA",2020,2020,134998,sanger-reedley-parlier-cities-puma-ca,
79500US0602300,"Humboldt County PUMA, CA",2020,2020,136006,humboldt-county-puma-ca,
79500US0602500,"El Centro City PUMA, CA",2020,2020,180714,el-centro-city-puma-ca,
79500US0602901,"Delano, Wasco & Shafter Cities PUMA, CA",2020,2020,204100,delano-wasco-shafter-cities-puma-ca,
79500US0602902,"Bakersfield City (West) PUMA, CA",2020,2020,221069,bakersfield-city-west-puma-ca,
79500US0602903,"Bakersfield City (Northeast) PUMA, CA",2020,2020,166490,bakersfield-city-northeast-puma-ca,
79500US0602904,"Bakersfield City (Southeast) PUMA, CA",2020,2020,109241,bakersfield-city-southeast-puma-ca,
79500US0602905,"Ridgecrest, Arvin, Tehachapi & California City Cities PUMA, CA",2020,2020,191645,ridgecrest-arvin-tehachapi-california-city-cities-puma-ca,
79500US0603100,"Hanford City PUMA, CA",2020,2020,151055,hanford-city-puma-ca,
79500US0603300,"Lake & Mendocino Counties PUMA, CA",2020,2020,151551,lake-mendocino-counties-puma-ca,
79500US0603701,"Castaic PUMA, CA",2020,2020,139489,castaic-puma-ca,
79500US0603702,"Santa Clarita City PUMA, CA",2020,2020,192548,santa-clarita-city-puma-ca,
79500US0603703,"Lancaster City PUMA, CA",2020,2020,163993,lancaster-city-puma-ca,
79500US0603704,"Palmdale City PUMA, CA",2020,2020,165710,palmdale-city-puma-ca,
79500US0603705,"LA City (Northwest/Chatsworth & Porter Ranch) PUMA, CA",2020,2020,183992,la-city-northwestchatsworth-porter-ranch-puma-ca,
79500US0603706,"LA City (North Central/Granada Hills & Sylmar) PUMA, CA",2020,2020,145096,la-city-north-centralgranada-hills-sylmar-puma-ca,
79500US0603707,"LA (North Central/Arleta & Pacoima) & San Fernando Cities PUMA, CA",2020,2020,152480,la-north-centralarleta-pacoima-san-fernando-cities-puma-ca,
79500US0603708,"LA City (Northeast/Sunland, Sun Valley & Tujunga) PUMA, CA",2020,2020,132512,la-city-northeastsunland-sun-valley-tujunga-puma-ca,
79500US0603709,"San Gabriel Valley Region (North) PUMA, CA",2020,2020,110241,san-gabriel-valley-region-north-puma-ca,
79500US0603710,"Baldwin Park, Azusa, Duarte & Irwindale Cities PUMA, CA",2020,2020,175838,baldwin-park-azusa-duarte-irwindale-cities-puma-ca,
79500US0603711,"Glendora, Claremont, San Dimas & La Verne Cities PUMA, CA",2020,2020,167785,glendora-claremont-san-dimas-la-verne-cities-puma-ca,
79500US0603712,"Pomona City PUMA, CA",2020,2020,149608,pomona-city-puma-ca,
79500US0603713,"Covina & Walnut Cities PUMA, CA",2020,2020,111038,covina-walnut-cities-puma-ca,
79500US0603714,"Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUMA, CA",2020,2020,110070,diamond-bar-la-habra-heights-east-cities-rowland-heights-puma-ca,
79500US0603715,"West Covina City PUMA, CA",2020,2020,117394,west-covina-city-puma-ca,
79500US0603716,"La Puente & Industry Cities PUMA, CA",2020,2020,109955,la-puente-industry-cities-puma-ca,
79500US0603717,"Arcadia, San Gabriel & Temple City Cities PUMA, CA",2020,2020,191398,arcadia-san-gabriel-temple-city-cities-puma-ca,
79500US0603718,"Pasadena City PUMA, CA",2020,2020,140049,pasadena-city-puma-ca,
79500US0603719,"Glendale City PUMA, CA",2020,2020,198280,glendale-city-puma-ca,
79500US0603720,"Burbank City PUMA, CA",2020,2020,117659,burbank-city-puma-ca,
79500US0603721,"LA City (Northeast/North Hollywood & Valley Village) PUMA, CA",2020,2020,134873,la-city-northeastnorth-hollywood-valley-village-puma-ca,
79500US0603722,"LA City (North Central/Van Nuys & North Sherman Oaks) PUMA, CA",2020,2020,168402,la-city-north-centralvan-nuys-north-sherman-oaks-puma-ca,
79500US0603723,"LA City (North Central/Mission Hills & Panorama City) PUMA, CA",2020,2020,146039,la-city-north-centralmission-hills-panorama-city-puma-ca,
79500US0603724,"LA City (Northwest/Encino & Tarzana) PUMA, CA",2020,2020,181470,la-city-northwestencino-tarzana-puma-ca,
79500US0603725,"LA City (Northwest/Canoga Park, Winnetka & Woodland Hills) PUMA, CA",2020,2020,186276,la-city-northwestcanoga-park-winnetka-woodland-hills-puma-ca,
79500US0603726,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities PUMA, CA",2020,2020,103089,calabasas-agoura-hills-malibu-westlake-village-cities-puma-ca,
79500US0603727,"LA City (Central/Pacific Palisades) PUMA, CA",2020,2020,161012,la-city-centralpacific-palisades-puma-ca,
79500US0603728,"Santa Monica City PUMA, CA",2020,2020,103373,santa-monica-city-puma-ca,
79500US0603729,"LA City (West Central/Westwood & West Los Angeles) PUMA, CA",2020,2020,208412,la-city-west-centralwestwood-west-los-angeles-puma-ca,
79500US0603730,"LA City (Central/Hancock Park & Mid-Wilshire) PUMA, CA",2020,2020,162459,la-city-centralhancock-park-mid-wilshire-puma-ca,
79500US0603731,"West Hollywood & Beverly Hills Cities PUMA, CA",2020,2020,109148,west-hollywood-beverly-hills-cities-puma-ca,
79500US0603732,"LA City (East Central/Hollywood) PUMA, CA",2020,2020,176788,la-city-east-centralhollywood-puma-ca,
79500US0603733,"LA City (Central/Koreatown) PUMA, CA",2020,2020,114004,la-city-centralkoreatown-puma-ca,
79500US0603734,"LA City (East Central/Silver Lake, Echo Park & Westlake) PUMA, CA",2020,2020,206975,la-city-east-centralsilver-lake-echo-park-westlake-puma-ca,
79500US0603735,"LA City (Mount Washington, Highland Park & Glassell Park) PUMA, CA",2020,2020,195974,la-city-mount-washington-highland-park-glassell-park-puma-ca,
79500US0603736,"Alhambra & South Pasadena Cities PUMA, CA",2020,2020,116715,alhambra-south-pasadena-cities-puma-ca,
79500US0603737,"Monterey Park & Rosemead Cities PUMA, CA",2020,2020,130174,monterey-park-rosemead-cities-puma-ca,
79500US0603738,"El Monte & South El Monte Cities PUMA, CA",2020,2020,132751,el-monte-south-el-monte-cities-puma-ca,
79500US0603739,"Whittier City & Hacienda Heights PUMA, CA",2020,2020,166909,whittier-city-hacienda-heights-puma-ca,
79500US0603740,"Pico Rivera & Montebello Cities PUMA, CA",2020,2020,128169,pico-rivera-montebello-cities-puma-ca,
79500US0603741,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities PUMA, CA",2020,2020,142675,bell-gardens-bell-maywood-cudahy-commerce-cities-puma-ca,
79500US0603742,"Huntington Park City, Florence-Graham & Walnut Park PUMA, CA",2020,2020,132195,huntington-park-city-florence-graham-walnut-park-puma-ca,
79500US0603743,"East Los Angeles PUMA, CA",2020,2020,117835,east-los-angeles-puma-ca,
79500US0603744,"LA City (East Central/Central City & Boyle Heights) PUMA, CA",2020,2020,190339,la-city-east-centralcentral-city-boyle-heights-puma-ca,
79500US0603745,"LA City (Southeast/East Vernon) PUMA, CA",2020,2020,130246,la-city-southeasteast-vernon-puma-ca,
79500US0603746,"LA City (Central/Univ. of Southern California & Exposition Park) PUMA, CA",2020,2020,115229,la-city-centraluniv-of-southern-california-exposition-park-puma-ca,
79500US0603747,"LA City (Central/West Adams & Baldwin Hills) PUMA, CA",2020,2020,157826,la-city-centralwest-adams-baldwin-hills-puma-ca,
79500US0603748,"LA (Southwest/Marina del Rey & Westchester) & Culver City Cities PUMA, CA",2020,2020,188941,la-southwestmarina-del-rey-westchester-culver-city-cities-puma-ca,
